Time	1st	2nd	3rd	4th	5th	6th	7th	8th	9th	10th
0.22	0.176	-1.024	-1.024	-1.024	-0.304	-1.024	-1.024	-1.024	-1.024	-1.024
0.222	0.248	-1.024	-1.024	-1.024	-0.264	-1.024	-1.024	-1.024	-1.024	-1.024
0.224	0.224	-1.024	-1.024	-1.024	-0.072	-1.024	-1.024	-1.024	-1.024	-1.024
0.226	0.08	-1.024	-1.024	-1.024	0.144	-1.024	-1.024	-1.024	-1.024	-1.024
0.228	-0.152	-1.024	-1.024	-1.024	0.232	-1.024	-1.024	-1.024	-1.024	-1.024
0.23	-0.288	-1.024	-1.024	-1.024	0.304	-1.024	-1.024	-1.024	-1.024	-1.024
0.232	-0.232	-1.024	-1.024	-1.024	0.168	-1.024	-1.024	-1.024	-1.024	-1.024
0.234	-0.04	-1.024	-1.024	-1.024	-0.016	-1.024	-1.024	-1.024	-1.024	-1.024
0.236	0.12	-1.024	-1.024	-1.024	-0.2	-1.024	-1.024	-1.024	-1.024	-1.024
0.238	0.2	-1.024	-1.024	-1.024	-0.28	-1.024	-1.024	-1.024	-1.024	-1.024
0.24	0.264	-1.024	-1.024	-1.024	-0.136	-1.024	-1.024	-1.024	-1.024	-1.024
0.242	0.072	-1.024	-1.024	-1.024	0.096	-1.024	-1.024	-1.024	-1.024	-1.024
0.244	-0.032	-1.024	-1.024	-1.024	0.224	-1.024	-1.024	-1.024	-1.024	-1.024
0.246	-0.232	-0.048	-1.024	-1.024	0.304	-1.024	-1.024	-1.024	-1.024	-1.024
0.248	-0.32	-0.192	-1.024	-1.024	0.256	-1.024	-1.024	-1.024	-1.024	-1.024
0.25	-0.136	-0.256	-1.024	-1.024	0.032	-1.024	-1.024	-1.024	-1.024	-1.024
0.252	0.088	-0.176	-1.024	-1.024	-0.168	-1.024	-1.024	-1.024	-1.024	-1.024
0.254	0.184	0.056	-1.024	-1.024	-0.288	-1.024	-1.024	-1.024	-1.024	-1.024
0.256	0.28	0.2	-1.024	-1.024	-0.216	-1.024	-1.024	-1.024	-1.024	-1.024
0.258	0.144	0.264	-1.024	-1.024	0.016	-1.024	-1.024	-1.024	-1.024	-1.024
0.26	-0.048	0.184	-1.024	-1.024	0.192	-1.024	-1.024	-1.024	-1.024	-1.024
0.262	-0.184	0.016	-1.024	-1.024	0.264	-1.024	-1.024	-1.024	-1.024	-1.024
0.264	-0.288	-0.176	-1.024	-1.024	0.248	-1.024	-1.024	-1.024	-1.024	-1.024
0.266	-0.16	-0.272	-1.024	-1.024	0.112	-1.024	-1.024	-1.024	-1.024	-1.024
0.268	0.048	-0.184	-1.024	-1.024	-0.112	-1.024	-1.024	-1.024	-1.024	-1.024
0.27	0.128	0.008	-1.024	-1.024	-0.264	-1.024	-1.024	-1.024	-1.024	-1.024
0.272	0.32	0.128	-1.024	-1.024	-0.264	-1.024	-1.024	-1.024	-1.024	-1.024
0.274	0.216	0.288	-1.024	-1.024	-0.064	-1.024	-1.024	-1.024	-1.024	-1.024
0.276	0.08	0.24	-1.024	-1.024	0.144	-1.024	-1.024	-1.024	-1.024	-1.024
0.278	-0.128	0.048	-1.024	-1.024	0.2	-1.024	-1.024	-1.024	-1.024	-1.024
0.28	-0.24	-0.088	-1.024	-1.024	0.272	-1.024	-1.024	-1.024	-1.024	-1.024
0.282	-0.24	-0.24	-1.024	-1.024	0.12	-1.024	-1.024	-1.024	-1.024	-1.024
0.284	-0.072	-0.296	-1.024	-1.024	-0.088	-1.024	-1.024	-1.024	-1.024	-1.024
0.286	0.152	-0.08	-1.024	-1.024	-0.248	-1.024	-1.024	-1.024	-1.024	-1.024
0.288	0.224	0.12	-1.024	-1.024	-0.328	-1.024	-1.024	-1.024	-1.024	-1.024
0.29	0.248	0.248	-1.024	-1.024	-0.152	-1.024	-1.024	-1.024	-1.024	-1.024
0.292	0.088	0.264	-1.024	-1.024	0.088	-1.024	-1.024	-1.024	-1.024	-1.024
0.294	-0.104	0.096	-1.024	-1.024	0.208	-1.024	-1.024	-1.024	-1.024	-1.024
0.296	-0.216	-0.016	-1.024	-1.024	0.312	-1.024	-1.024	-1.024	-1.024	-1.024
0.298	-0.272	-0.192	-1.024	-1.024	0.224	-1.024	-1.024	-1.024	-1.024	-1.024
0.3	-0.136	-0.24	-1.024	-1.024	0.048	-1.024	-1.024	-1.024	-1.024	-1.024
0.302	0.072	-0.088	-1.024	-1.024	-0.184	-1.024	-0.216	-1.024	-1.024	-1.024
0.304	0.24	0.064	-1.024	-1.024	-0.232	-1.024	-0.048	-1.024	-1.024	-1.024
0.306	0.248	0.272	-1.024	-1.024	-0.296	-1.024	0.16	-1.024	-1.024	-1.024
0.308	0.144	0.272	-1.024	-1.024	-0.04	-1.024	0.32	-1.024	-1.024	-1.024
0.31	0.008	0.12	-1.024	-1.024	0.2	-1.024	0.272	-1.024	-1.024	-1.024
0.312	-0.184	0.04	-1.024	-1.024	0.312	-1.024	0.104	-1.024	-1.024	-1.024
0.314	-0.304	-0.136	-1.024	-1.024	0.248	-1.024	-0.072	-1.024	-1.024	-1.024
0.316	-0.216	-0.256	-1.024	-1.024	0.104	-1.024	-0.248	-1.024	-1.024	-1.024
0.318	0	-0.184	-1.024	-1.024	-0.096	-1.024	-0.304	-1.024	-1.024	-1.024
0.32	0.144	0.024	-1.024	-1.024	-0.24	-1.024	-0.104	-1.024	-1.024	-1.024
0.322	0.208	0.168	-1.024	-1.024	-0.288	-1.024	0.16	-1.024	-1.024	-1.024
0.324	0.224	0.264	-1.024	-1.024	-0.024	-1.024	0.296	-1.024	-1.024	-1.024
0.326	0.016	0.208	-1.024	-1.024	0.16	-1.024	0.272	-1.024	-1.024	-1.024
0.328	-0.112	0.072	-1.024	-1.024	0.272	-1.024	0.184	-1.024	-1.024	-1.024
0.33	-0.312	-0.072	-1.024	-1.024	0.288	-1.024	0.04	-1.024	-1.024	-1.024
0.332	-0.264	-0.24	-1.024	-1.024	0.184	-1.024	-0.232	-1.024	-1.024	-1.024
0.334	-0.064	-0.216	-1.024	-1.024	0.016	-1.024	-0.28	-1.024	-1.024	-1.024
0.336	0.152	-0.04	-1.024	-1.024	-0.16	-1.024	-0.144	-1.024	-1.024	-1.024
0.338	0.224	0.136	-1.024	-1.024	-0.24	-1.024	0.024	-1.024	-1.024	-1.024
0.34	0.24	0.248	-1.024	-1.024	-0.192	-1.024	0.224	-1.024	-1.024	-1.024
0.342	0.144	0.272	-1.024	-1.024	0.016	-1.024	0.296	-1.024	-1.024	-1.024
0.344	-0.088	0.144	-1.024	-1.024	0.192	-1.024	0.264	-1.024	-1.024	-1.024
0.346	-0.232	-0.016	-1.024	-1.024	0.272	-1.024	0	-1.024	-1.024	-1.024
0.348	-0.224	-0.24	-1.024	-1.024	0.216	-1.024	-0.168	-1.024	-1.024	-1.024
0.35	-0.104	-0.248	-1.024	-1.024	0.024	-1.024	-0.296	-1.024	-1.024	-1.024
0.352	0.096	-0.16	-1.024	-1.024	-0.136	-1.024	-0.192	-1.024	-1.024	-1.024
0.354	0.144	0.072	-1.024	-1.024	-0.32	-1.024	-0.024	-1.024	-1.024	-1.024
0.356	0.24	0.224	-1.024	-1.024	-0.216	-1.024	0.168	-1.024	-1.024	-1.024
0.358	0.168	0.248	-1.024	-1.024	0.016	-1.024	0.288	-1.024	-1.024	-1.024
0.36	0.04	0.208	-1.024	-1.024	0.176	-1.024	0.28	-1.024	-1.024	-1.024
0.362	-0.216	0.048	-1.024	-1.024	0.28	-1.024	0.12	-1.024	-1.024	-1.024
0.364	-0.264	-0.168	-1.024	-1.024	0.328	-1.024	-0.128	-1.024	-1.024	-1.024
0.366	-0.208	-0.28	-1.024	-1.024	0.096	-1.024	-0.224	-1.024	-1.024	-1.024
0.368	0	-0.24	-1.024	-1.024	-0.152	-1.024	-0.24	-1.024	-1.024	-1.024
0.37	0.2	0.024	-1.024	-1.024	-0.296	-1.024	-0.064	-1.024	-1.024	-1.024
0.372	0.28	0.168	-1.024	-1.024	-0.288	-1.024	0.128	-1.024	-1.024	-1.024
0.374	0.24	0.28	-1.024	-1.024	-0.088	-1.024	0.288	-1.024	-1.024	-1.024
0.376	0.04	0.152	-1.024	-1.024	0.128	-1.024	0.32	-1.024	-1.024	-1.024
0.378	-0.088	0.032	-1.024	-1.024	0.232	-1.024	0.184	-1.024	-1.024	-1.024
0.38	-0.24	-0.12	-1.024	-1.024	0.288	-1.024	-0.032	-1.024	-1.024	-1.024
0.382	-0.216	-0.288	-1.024	-1.024	0.184	-1.024	-0.24	-1.024	-1.024	-1.024
0.384	-0.056	-0.296	-1.024	-1.024	-0.032	-1.024	-0.296	-1.024	-1.024	-1.024
0.386	0.12	-0.056	-1.024	-1.024	-0.16	-1.024	-0.144	-1.024	-1.024	-1.024
0.388	0.224	0.12	-1.024	-1.024	-0.304	-1.024	0.056	-1.024	-1.024	-1.024
0.39	0.232	0.224	-1.024	-1.024	-0.152	-1.024	0.272	-1.024	-1.024	-1.024
0.392	0.096	0.24	-1.024	-1.024	0.048	-1.024	0.328	-1.024	-1.024	-1.024
0.394	-0.056	0.144	-1.024	-1.024	0.264	-1.024	0.208	-1.024	-1.024	-1.024
0.396	-0.232	-0.112	-1.024	-1.024	0.288	-1.024	0.032	-1.024	-1.024	-1.024
0.398	-0.288	-0.216	-1.024	-1.024	0.176	-1.024	-0.136	-1.024	-1.024	-1.024
0.4	-0.128	-0.264	-1.024	-1.024	0	-1.024	-0.296	-1.024	-1.024	-1.024
0.402	0.072	-0.152	-1.024	-1.024	-0.128	-1.024	-0.24	-1.024	-1.024	-1.024
0.404	0.192	0.096	-1.024	-1.024	-0.264	-1.024	-0.024	-1.024	-1.024	-1.024
0.406	0.264	0.2	-1.024	-1.024	-0.256	-1.024	0.168	-1.024	-1.024	-1.024
0.408	0.2	0.264	-1.024	-1.024	0	-1.024	0.328	-1.024	-1.024	-1.024
0.41	0.016	0.168	-1.024	-1.024	0.184	-1.024	0.288	-1.024	-1.024	-1.024
0.412	-0.216	0.04	-1.024	-1.024	0.304	-1.024	0.136	-1.024	-1.024	-1.024
0.414	-0.288	-0.144	-1.024	-1.024	0.224	-1.024	-0.096	-1.024	-1.024	-1.024
0.416	-0.2	-0.336	-1.024	-1.024	0.064	-1.024	-0.32	-1.024	-1.024	-1.024
