Time	1st	2nd	3rd	4th	5th
0.448	-102.4	-102.4	3.2	-102.4	3.2
0.45	-102.4	-102.4	3.2	-102.4	3.2
0.452	-102.4	-102.4	3.2	-102.4	3.2
0.454	-102.4	-102.4	4	-102.4	3.2
0.456	-102.4	-102.4	3.2	-102.4	3.2
0.458	-102.4	-102.4	3.2	-102.4	4
0.46	-102.4	-102.4	3.2	-102.4	3.2
0.462	-102.4	-102.4	3.2	-102.4	3.2
0.464	-102.4	-102.4	3.2	-102.4	4
0.466	-102.4	-102.4	3.2	-102.4	4.8
0.468	-102.4	-102.4	3.2	-102.4	3.2
0.47	-102.4	-102.4	4	-102.4	4
0.472	-102.4	-102.4	4	-102.4	3.2
0.474	-102.4	-102.4	3.2	-102.4	4
0.476	-102.4	-102.4	3.2	-102.4	3.2
0.478	-102.4	-102.4	3.2	-102.4	3.2
0.48	-102.4	-102.4	3.2	3.2	4
0.482	-102.4	-102.4	4	3.2	3.2
0.484	-102.4	-102.4	4	4	3.2
0.486	-102.4	-102.4	3.2	4	4
0.488	-102.4	-102.4	4	3.2	3.2
0.49	-102.4	-102.4	4	3.2	3.2
0.492	-102.4	-102.4	4	4	4
0.494	-102.4	-102.4	3.2	4	4
0.496	-102.4	-102.4	4	3.2	3.2
0.498	-102.4	-102.4	3.2	3.2	2.4
0.5	-102.4	-102.4	2.4	3.2	3.2
0.502	-102.4	-102.4	4	3.2	3.2
0.504	-102.4	-102.4	3.2	4	4.8
0.506	-102.4	-102.4	3.2	4	3.2
0.508	-102.4	-102.4	4.8	4	3.2
0.51	-102.4	-102.4	3.2	3.2	3.2
0.512	-102.4	-102.4	4	3.2	3.2
0.514	-102.4	-102.4	3.2	4	4
0.516	-102.4	-102.4	4	4	4
0.518	-102.4	-102.4	3.2	4	3.2
0.52	-102.4	-102.4	2.4	4	2.4
0.522	-102.4	-102.4	3.2	3.2	3.2
0.524	-102.4	-102.4	2.4	3.2	4
0.526	-102.4	-102.4	4	3.2	4
0.528	-102.4	-102.4	3.2	4	4
0.53	-102.4	-102.4	2.4	4	3.2
0.532	-102.4	-102.4	3.2	4	3.2
0.534	-102.4	-102.4	3.2	3.2	4
0.536	-102.4	-102.4	4	4	3.2
0.538	-102.4	-102.4	4	4.8	4
0.54	-102.4	-102.4	2.4	4	3.2
0.542	-102.4	-102.4	4	4	2.4
0.544	-102.4	-102.4	3.2	3.2	3.2
0.546	-102.4	-102.4	4	2.4	3.2
0.548	-102.4	-102.4	2.4	3.2	3.2
0.55	-102.4	-102.4	3.2	3.2	3.2
0.552	-102.4	-102.4	2.4	3.2	3.2
0.554	-102.4	-102.4	3.2	3.2	2.4
0.556	-102.4	-102.4	2.4	2.4	4.8
0.558	-102.4	-102.4	3.2	4	3.2
0.56	-102.4	3.2	3.2	4	3.2
0.562	-102.4	3.2	4	3.2	4
0.564	-102.4	4	3.2	4	3.2
0.566	-102.4	4	3.2	2.4	4
0.568	-102.4	4.8	3.2	3.2	4
0.57	-102.4	3.2	3.2	3.2	3.2
0.572	-102.4	3.2	4.8	3.2	4
0.574	-102.4	3.2	3.2	4	3.2
0.576	-102.4	3.2	3.2	2.4	3.2
0.578	-102.4	4	3.2	3.2	3.2
0.58	-102.4	3.2	4	4	3.2
0.582	-102.4	3.2	4	4	4
0.584	-102.4	4	4	4	3.2
0.586	-102.4	4	3.2	3.2	4
0.588	-102.4	4	3.2	3.2	4
0.59	-102.4	3.2	3.2	3.2	4
0.592	-102.4	3.2	3.2	3.2	4
0.594	-102.4	3.2	3.2	3.2	3.2
0.596	-102.4	3.2	3.2	3.2	3.2
0.598	-102.4	4	3.2	4	3.2
0.6	-102.4	4	3.2	3.2	3.2
0.602	-102.4	3.2	3.2	4	3.2
0.604	-102.4	3.2	3.2	4	4
0.606	-102.4	3.2	4	4	4
0.608	-102.4	4	3.2	4	3.2
0.61	-102.4	4	3.2	2.4	4
0.612	-102.4	4	3.2	3.2	3.2
0.614	-102.4	3.2	3.2	3.2	4
