Time	1st	2nd	3rd	4th	5th
0.79	3.2	3.2	2.4	-0.8	-0.8
0.792	3.2	3.2	1.6	-0.8	0
0.794	2.4	3.2	3.2	-0.8	-0.8
0.796	3.2	3.2	3.2	-1.6	-1.6
0.798	3.2	3.2	4	-0.8	-0.8
0.8	3.2	3.2	4	-0.8	-0.8
0.802	3.2	3.2	4	-0.8	-0.8
0.804	2.4	3.2	3.2	-1.6	-0.8
0.806	2.4	4.8	3.2	-0.8	-0.8
0.808	3.2	4	3.2	-0.8	-0.8
0.81	2.4	4	3.2	-0.8	-0.8
0.812	3.2	4	2.4	-0.8	-0.8
0.814	2.4	3.2	2.4	-1.6	0
0.816	3.2	3.2	3.2	-0.8	-0.8
0.818	2.4	4	4	-0.8	0
0.82	3.2	4	2.4	-0.8	-0.8
0.822	2.4	3.2	3.2	-1.6	-0.8
0.824	3.2	4	3.2	-0.8	-0.8
0.826	2.4	3.2	3.2	-0.8	-0.8
0.828	2.4	2.4	3.2	-1.6	-0.8
0.83	2.4	3.2	3.2	-0.8	-0.8
0.832	2.4	4	3.2	-1.6	-0.8
0.834	3.2	3.2	2.4	-0.8	-0.8
0.836	3.2	3.2	3.2	-0.8	-0.8
0.838	3.2	3.2	3.2	-0.8	-0.8
0.84	3.2	3.2	3.2	-1.6	0
0.842	3.2	3.2	3.2	-0.8	0
0.844	3.2	4	2.4	-0.8	-0.8
0.846	2.4	4	4	-0.8	-0.8
0.848	2.4	3.2	3.2	-0.8	0
0.85	3.2	3.2	3.2	-0.8	-1.6
0.852	2.4	4	3.2	-0.8	-0.8
0.854	2.4	3.2	3.2	-2.4	-0.8
0.856	3.2	3.2	3.2	-0.8	-0.8
0.858	2.4	4	3.2	-0.8	-0.8
0.86	2.4	3.2	3.2	-0.8	-0.8
0.862	2.4	3.2	4	-1.6	-0.8
0.864	2.4	3.2	3.2	-0.8	-0.8
0.866	2.4	4	3.2	-0.8	0
0.868	2.4	3.2	3.2	-1.6	-0.8
0.87	3.2	3.2	3.2	-0.8	-0.8
0.872	3.2	4	3.2	-0.8	-0.8
0.874	3.2	4	3.2	-0.8	-0.8
0.876	3.2	4	3.2	-0.8	0
0.878	2.4	3.2	2.4	-0.8	-0.8
0.88	3.2	3.2	2.4	-1.6	-0.8
0.882	3.2	4	3.2	-0.8	-0.8
0.884	3.2	4.8	3.2	-1.6	-0.8
0.886	3.2	3.2	3.2	-0.8	-0.8
0.888	3.2	3.2	3.2	-0.8	-0.8
0.89	3.2	4	3.2	-0.8	-0.8
0.892	2.4	3.2	3.2	-0.8	-0.8
0.894	4	3.2	3.2	-0.8	-0.8
0.896	3.2	3.2	3.2	-0.8	0
0.898	3.2	3.2	3.2	-1.6	-0.8
0.9	2.4	4	3.2	-1.6	0
0.902	3.2	4	2.4	-0.8	0
0.904	3.2	4	3.2	-0.8	0
0.906	3.2	3.2	3.2	-0.8	-0.8
0.908	2.4	2.4	3.2	-0.8	-0.8
0.91	2.4	2.4	3.2	-0.8	-0.8
0.912	3.2	3.2	3.2	-0.8	-0.8
0.914	2.4	4	4	-0.8	-0.8
0.916	3.2	3.2	3.2	-1.6	-0.8
0.918	3.2	3.2	3.2	-0.8	-0.8
0.92	2.4	3.2	3.2	-0.8	-0.8
0.922	3.2	3.2	3.2	-0.8	0
0.924	3.2	4	3.2	-1.6	-0.8
0.926	3.2	3.2	4	-0.8	0
0.928	3.2	3.2	3.2	-0.8	0
0.93	3.2	4	3.2	-1.6	-0.8
0.932	2.4	4	3.2	-0.8	0
0.934	3.2	4	3.2	-0.8	-1.6
0.936	3.2	3.2	3.2	-0.8	-0.8
0.938	3.2	4	3.2	-0.8	-0.8
0.94	2.4	4	2.4	-0.8	-0.8
0.942	3.2	4	3.2	-0.8	-0.8
0.944	3.2	4	3.2	-1.6	-0.8
0.946	2.4	4	2.4	-0.8	-0.8
0.948	3.2	3.2	3.2	-0.8	-0.8
0.95	3.2	4	3.2	-1.6	-0.8
0.952	3.2	4	3.2	-0.8	0
0.954	3.2	4	3.2	-0.8	-0.8
0.956	2.4	3.2	3.2	-1.6	-0.8
0.958	3.2	3.2	3.2	-0.8	-0.8
0.96	3.2	4	3.2	-0.8	-0.8
0.962	2.4	3.2	3.2	-0.8	-0.8
0.964	3.2	4	3.2	-0.8	-0.8
0.966	3.2	4	3.2	-0.8	-0.8
0.968	3.2	3.2	3.2	-1.6	0
0.97	3.2	3.2	3.2	-0.8	0
0.972	3.2	3.2	3.2	-0.8	-0.8
0.974	3.2	3.2	3.2	-0.8	-0.8
0.976	3.2	4	3.2	-1.6	-0.8
0.978	2.4	2.4	3.2	-0.8	-0.8
0.98	2.4	3.2	3.2	0	-0.8
0.982	2.4	3.2	3.2	-0.8	-0.8
0.984	3.2	3.2	3.2	-0.8	-0.8
0.986	2.4	3.2	3.2	-1.6	0
0.988	3.2	3.2	3.2	-1.6	0
0.99	3.2	3.2	3.2	-1.6	-0.8
0.992	3.2	3.2	3.2	-0.8	-0.8
0.994	4	4	3.2	-1.6	0
0.996	2.4	4	3.2	-0.8	-0.8
0.998	3.2	3.2	3.2	-1.6	-0.8
1	3.2	3.2	3.2	-0.8	-0.8
1.002	3.2	2.4	3.2	-1.6	0
1.004	3.2	3.2	3.2	-0.8	-0.8
1.006	3.2	3.2	3.2	-0.8	-0.8
1.008	3.2	3.2	3.2	-1.6	0
1.01	3.2	3.2	3.2	-0.8	-0.8
1.012	3.2	4	2.4	-0.8	-0.8
1.014	3.2	3.2	3.2	-1.6	-0.8
1.016	3.2	3.2	3.2	-1.6	-0.8
1.018	2.4	3.2	3.2	-0.8	-0.8
1.02	2.4	3.2	3.2	-1.6	-0.8
1.022	3.2	3.2	3.2	-0.8	-0.8
1.024	3.2	3.2	3.2	-1.6	-0.8
1.026	3.2	3.2	3.2	-0.8	0
1.028	4	4	3.2	-1.6	-0.8
1.03	2.4	3.2	4	-0.8	-0.8
1.032	3.2	4	3.2	-1.6	-0.8
1.034	3.2	3.2	2.4	-0.8	-0.8
1.036	2.4	4	3.2	-0.8	0
1.038	2.4	3.2	3.2	-1.6	-0.8
1.04	3.2	3.2	3.2	-0.8	-0.8
1.042	4	4	3.2	-0.8	-0.8
1.044	3.2	3.2	3.2	-0.8	-0.8
1.046	3.2	3.2	3.2	-0.8	0
1.048	2.4	4	3.2	-0.8	-0.8
1.05	3.2	3.2	2.4	-0.8	-0.8
1.052	3.2	4	3.2	-0.8	-0.8
1.054	3.2	4	3.2	0	-0.8
1.056	2.4	4	3.2	-0.8	-0.8
1.058	3.2	3.2	3.2	-0.8	0
1.06	3.2	2.4	3.2	-0.8	-0.8
1.062	3.2	3.2	3.2	-1.6	-0.8
1.064	3.2	4	3.2	-0.8	-0.8
1.066	3.2	4	2.4	-0.8	-0.8
1.068	3.2	4	3.2	-1.6	-0.8
1.07	2.4	3.2	3.2	-1.6	-0.8
1.072	3.2	3.2	4	-0.8	0
1.074	2.4	3.2	3.2	-0.8	-0.8
1.076	1.6	3.2	3.2	-0.8	0.8
1.078	3.2	4	3.2	-0.8	0
1.08	2.4	4	3.2	-1.6	-0.8
1.082	3.2	3.2	3.2	-1.6	0
1.084	3.2	4	3.2	-0.8	0
1.086	2.4	4	2.4	-0.8	-0.8
1.088	2.4	4	2.4	-1.6	-0.8
1.09	3.2	4	4	-1.6	0
1.092	3.2	4	3.2	-0.8	-1.6
1.094	3.2	4	3.2	-0.8	0
1.096	3.2	3.2	3.2	-0.8	-0.8
1.098	3.2	3.2	2.4	-1.6	-0.8
1.1	3.2	3.2	3.2	-0.8	-0.8
1.102	3.2	3.2	3.2	-0.8	-0.8
1.104	3.2	3.2	3.2	-1.6	-0.8
