Time	1st	2nd	3rd	4th	5th
0.376	2.4	-102.4	-102.4	3.2	-102.4
0.378	3.2	-102.4	-102.4	2.4	-102.4
0.38	3.2	-102.4	-102.4	3.2	-102.4
0.382	2.4	-102.4	-102.4	3.2	-102.4
0.384	3.2	-102.4	-102.4	3.2	-102.4
0.386	3.2	-102.4	-102.4	3.2	-102.4
0.388	3.2	-102.4	-102.4	3.2	-102.4
0.39	3.2	-102.4	-102.4	2.4	-102.4
0.392	3.2	-102.4	-102.4	3.2	-102.4
0.394	3.2	-102.4	-102.4	3.2	-102.4
0.396	3.2	-102.4	-102.4	2.4	-102.4
0.398	4	-102.4	-102.4	4	-102.4
0.4	4	-102.4	-102.4	2.4	-102.4
0.402	4	-102.4	-102.4	2.4	-102.4
0.404	4	-102.4	-102.4	2.4	-102.4
0.406	3.2	-102.4	-102.4	3.2	-102.4
0.408	3.2	-102.4	-102.4	3.2	-102.4
0.41	4	-102.4	-102.4	1.6	-102.4
0.412	3.2	-102.4	-102.4	2.4	-102.4
0.414	3.2	-102.4	-102.4	2.4	-102.4
0.416	3.2	-102.4	-102.4	3.2	-102.4
0.418	4	-102.4	-102.4	4	-102.4
0.42	3.2	-102.4	-102.4	3.2	-102.4
0.422	3.2	-102.4	-102.4	2.4	-102.4
0.424	3.2	-102.4	-102.4	2.4	-102.4
0.426	4	-102.4	-102.4	3.2	-102.4
0.428	3.2	-102.4	-102.4	3.2	-102.4
0.43	4	3.2	-102.4	3.2	-102.4
0.432	3.2	3.2	-102.4	2.4	-102.4
0.434	3.2	3.2	-102.4	2.4	-102.4
0.436	4	3.2	-102.4	3.2	-102.4
0.438	3.2	3.2	-102.4	2.4	-102.4
0.44	3.2	3.2	-102.4	0.8	-102.4
0.442	3.2	2.4	-102.4	3.2	-102.4
0.444	3.2	3.2	-102.4	1.6	-102.4
0.446	3.2	3.2	-102.4	3.2	-102.4
0.448	3.2	3.2	-102.4	3.2	-102.4
0.45	4	4	-102.4	3.2	-102.4
0.452	3.2	2.4	-102.4	4	-102.4
0.454	3.2	2.4	-102.4	3.2	-102.4
0.456	3.2	2.4	-102.4	3.2	-102.4
0.458	4	4	-102.4	3.2	-102.4
0.46	4	2.4	-102.4	3.2	-102.4
0.462	3.2	2.4	-102.4	2.4	-102.4
0.464	2.4	2.4	-102.4	3.2	-102.4
0.466	3.2	2.4	-102.4	2.4	-102.4
0.468	3.2	2.4	-102.4	3.2	-102.4
0.47	3.2	2.4	-102.4	2.4	-102.4
0.472	4	4	-102.4	3.2	-102.4
0.474	4	2.4	-102.4	1.6	-102.4
0.476	3.2	3.2	-102.4	3.2	-102.4
0.478	4	2.4	-102.4	3.2	-102.4
0.48	3.2	3.2	-102.4	3.2	-102.4
0.482	4	2.4	-102.4	3.2	-102.4
0.484	3.2	2.4	-102.4	3.2	-102.4
0.486	3.2	2.4	-102.4	2.4	-102.4
0.488	3.2	2.4	-102.4	3.2	-102.4
0.49	3.2	2.4	-102.4	3.2	-102.4
0.492	4	2.4	-102.4	3.2	-102.4
0.494	4	3.2	-102.4	2.4	-102.4
0.496	3.2	2.4	-102.4	3.2	-102.4
0.498	3.2	2.4	-102.4	4	-102.4
0.5	3.2	2.4	-102.4	3.2	-102.4
0.502	3.2	3.2	-102.4	3.2	-102.4
0.504	4	3.2	-102.4	1.6	-102.4
0.506	3.2	3.2	-102.4	3.2	-102.4
0.508	3.2	4	-102.4	2.4	-102.4
0.51	3.2	3.2	-102.4	2.4	-102.4
0.512	3.2	3.2	-102.4	3.2	-102.4
0.514	4	3.2	-102.4	1.6	-102.4
0.516	3.2	2.4	-102.4	3.2	-102.4
0.518	4	3.2	-102.4	3.2	-102.4
0.52	3.2	2.4	-102.4	3.2	-102.4
0.522	3.2	3.2	-102.4	4	-102.4
0.524	3.2	2.4	-102.4	1.6	-102.4
0.526	3.2	3.2	-102.4	3.2	-102.4
0.528	2.4	3.2	-102.4	2.4	-102.4
0.53	3.2	1.6	-102.4	3.2	-102.4
0.532	4	3.2	-102.4	3.2	-102.4
0.534	3.2	3.2	-102.4	3.2	-102.4
0.536	3.2	3.2	-102.4	2.4	-102.4
0.538	2.4	3.2	-102.4	1.6	3.2
0.54	3.2	2.4	-102.4	2.4	2.4
0.542	3.2	2.4	-102.4	3.2	3.2
0.544	3.2	2.4	-102.4	3.2	3.2
0.546	4	2.4	-102.4	3.2	2.4
0.548	3.2	2.4	-102.4	3.2	2.4
0.55	3.2	3.2	-102.4	3.2	2.4
0.552	3.2	3.2	-102.4	3.2	2.4
0.554	3.2	3.2	-102.4	3.2	2.4
0.556	3.2	3.2	-102.4	3.2	2.4
0.558	3.2	1.6	-102.4	2.4	3.2
0.56	4	3.2	-102.4	2.4	3.2
0.562	3.2	3.2	-102.4	3.2	3.2
0.564	3.2	2.4	-102.4	3.2	3.2
0.566	4	3.2	-102.4	4	2.4
0.568	4	2.4	-102.4	3.2	2.4
0.57	3.2	3.2	-102.4	3.2	3.2
0.572	2.4	2.4	-102.4	1.6	3.2
0.574	3.2	2.4	-102.4	3.2	2.4
0.576	3.2	3.2	-102.4	3.2	3.2
0.578	3.2	2.4	-102.4	2.4	2.4
0.58	3.2	2.4	-102.4	3.2	3.2
0.582	3.2	2.4	-102.4	3.2	2.4
0.584	3.2	3.2	-102.4	3.2	3.2
0.586	3.2	3.2	-102.4	3.2	2.4
0.588	3.2	2.4	-102.4	2.4	3.2
0.59	4	3.2	-102.4	3.2	3.2
0.592	3.2	2.4	-102.4	2.4	3.2
0.594	3.2	3.2	-102.4	2.4	3.2
0.596	4	4	-102.4	2.4	2.4
0.598	3.2	2.4	-102.4	3.2	2.4
0.6	3.2	1.6	-102.4	3.2	2.4
0.602	3.2	2.4	-102.4	2.4	3.2
0.604	3.2	2.4	-102.4	2.4	2.4
0.606	3.2	3.2	-102.4	3.2	2.4
0.608	3.2	3.2	-102.4	3.2	2.4
0.61	4	4	-102.4	3.2	2.4
0.612	3.2	3.2	-102.4	3.2	3.2
0.614	3.2	3.2	-102.4	2.4	3.2
0.616	4	3.2	-102.4	3.2	2.4
0.618	3.2	2.4	-102.4	2.4	2.4
0.62	2.4	2.4	-102.4	2.4	2.4
0.622	4	2.4	-102.4	3.2	2.4
0.624	4	4	-102.4	2.4	2.4
0.626	3.2	1.6	-102.4	4	3.2
0.628	3.2	2.4	-102.4	2.4	2.4
0.63	2.4	3.2	-102.4	3.2	3.2
0.632	3.2	2.4	-102.4	2.4	2.4
0.634	3.2	0.8	-102.4	3.2	2.4
0.636	3.2	3.2	-102.4	2.4	3.2
0.638	3.2	4	-102.4	2.4	3.2
0.64	3.2	3.2	-102.4	2.4	2.4
0.642	3.2	1.6	-102.4	3.2	4
0.644	3.2	3.2	-102.4	3.2	3.2
0.646	4	2.4	-102.4	2.4	3.2
0.648	3.2	4	-102.4	3.2	3.2
0.65	3.2	2.4	-102.4	2.4	3.2
0.652	3.2	2.4	-102.4	3.2	3.2
0.654	3.2	2.4	-102.4	3.2	2.4
0.656	3.2	3.2	-102.4	2.4	1.6
0.658	4	3.2	-102.4	3.2	2.4
0.66	4	3.2	-102.4	3.2	2.4
0.662	3.2	4	-102.4	3.2	2.4
0.664	3.2	3.2	-102.4	3.2	2.4
0.666	3.2	3.2	-102.4	2.4	2.4
0.668	4	3.2	-102.4	3.2	2.4
0.67	4	4	-102.4	3.2	3.2
0.672	3.2	3.2	-102.4	2.4	2.4
0.674	4	3.2	-102.4	2.4	3.2
0.676	3.2	3.2	-102.4	2.4	2.4
0.678	3.2	2.4	-102.4	2.4	2.4
0.68	3.2	2.4	-102.4	4	3.2
0.682	3.2	3.2	-102.4	2.4	2.4
0.684	3.2	2.4	-102.4	3.2	3.2
0.686	3.2	2.4	-102.4	2.4	3.2
0.688	3.2	2.4	-102.4	3.2	3.2
0.69	3.2	2.4	-102.4	1.6	3.2
0.692	2.4	3.2	-102.4	2.4	2.4
0.694	4	3.2	-102.4	3.2	2.4
0.696	4	2.4	-102.4	2.4	3.2
0.698	3.2	2.4	-102.4	3.2	3.2
0.7	3.2	3.2	-102.4	2.4	3.2
0.702	3.2	2.4	-102.4	3.2	2.4
0.704	3.2	3.2	-102.4	2.4	3.2
